
Host: localhost.localdomain

Timers On : Fri Dec 18 17:25:52 2020
Timers Off: Fri Dec 18 17:25:54 2020

Wall Time:        2.85 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: localhost.localdomain

Timers On : Fri Dec 18 17:27:58 2020
Timers Off: Fri Dec 18 17:28:01 2020

Wall Time:        3.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.017u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.017u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:21:17 2020
Timers Off: Tue Dec 22 14:21:21 2020

Wall Time:        4.42 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.017s      0.116w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.017u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.017u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.017s      0.116w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.017u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.017u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:23:43 2020
Timers Off: Tue Dec 22 14:23:48 2020

Wall Time:        4.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.000s      0.115w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.017u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.000s      0.115w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:37:21 2020
Timers Off: Tue Dec 22 14:37:26 2020

Wall Time:        4.99 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.200u      0.017s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.017u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.200u      0.017s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.017u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:45:06 2020
Timers Off: Tue Dec 22 14:45:11 2020

Wall Time:        4.75 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.017s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.017u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.017s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.017u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:50:50 2020
Timers Off: Tue Dec 22 14:50:54 2020

Wall Time:        4.58 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.000s      0.119w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.007w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.050u      0.000s      0.019w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.033u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.017u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.017u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.000s      0.119w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.007w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.050u      0.000s      0.019w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.033u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.017u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.017u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:51:55 2020
Timers Off: Tue Dec 22 14:52:00 2020

Wall Time:        4.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.200u      0.000s      0.115w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.017u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.200u      0.000s      0.115w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:56:49 2020
Timers Off: Tue Dec 22 14:56:53 2020

Wall Time:        4.44 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.000s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.017u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.019w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.001w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.000s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.017u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.033u      0.000s      0.019w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.001w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 14:59:40 2020
Timers Off: Tue Dec 22 14:59:44 2020

Wall Time:        4.43 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.200u      0.000s      0.118w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.050u      0.000s      0.020w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.200u      0.000s      0.118w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.050u      0.000s      0.020w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.000u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 16:03:17 2020
Timers Off: Tue Dec 22 16:03:24 2020

Wall Time:        7.04 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.200u      0.000s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.017u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.017u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.033u      0.017s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.200u      0.000s      0.117w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.017u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.017u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.033u      0.017s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 16:06:19 2020
Timers Off: Tue Dec 22 16:06:24 2020

Wall Time:        4.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.017s      0.118w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
PK computes JK                      :      0.000u      0.000s      0.004w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.000u      0.000s      0.018w     12 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w     12 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.003w     12 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     12 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     12 calls
New vector                          :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.017u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.017s      0.118w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.000u      0.000s      0.000w      1 calls
HF: Form G                          :      0.017u      0.000s      0.006w     12 calls
| JK: D                             :      0.000u      0.000s      0.000w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      0.000u      0.000s      0.004w     12 calls
| | PK computes JK                  :      0.000u      0.000s      0.004w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.000u      0.000s      0.018w     12 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.003w     12 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.003w     12 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     12 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     12 calls
| | New vector                      :      0.000u      0.000s      0.000w     12 calls
HF: Form C                          :      0.017u      0.000s      0.003w     12 calls
HF: Form D                          :      0.000u      0.000s      0.000w     12 calls

**************************************************************************************

Host: localhost.localdomain

Timers On : Tue Dec 22 16:10:06 2020
Timers Off: Tue Dec 22 16:10:10 2020

Wall Time:        3.99 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.000s      0.115w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.000s      0.000w      1 calls
HF: Form G                          :      0.000u      0.000s      0.006w     12 calls
JK: D                               :      0.000u      0.000s      0.000w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      0.000u      0.000s      0.004w     12 calls
